Task,T3355
Scope 1/1, Sample 1/4 (junk1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.5120,65,-38.0,21.6,0.0075,,
0.5200,66,-37.1,21.6,0.0075,,
0.5285,67,-36.2,21.6,0.0075,,
0.5370,68,-35.4,21.6,0.0075,,
0.5445,69,-34.8,21.6,0.0075,,
0.5530,70,-34.0,21.6,0.0075,,
0.5615,71,-33.2,21.6,0.0075,,
0.5700,72,-32.4,21.6,0.0075,,
0.5785,73,-31.7,21.6,0.0075,,
0.5870,74,-31.0,21.6,0.0075,,
0.5945,75,-30.4,21.6,0.0075,,
0.6030,76,-29.7,21.6,0.0075,,
0.6110,77,-28.9,21.6,0.0075,,
0.6195,78,-28.2,21.6,0.0075,,
0.6280,79,-27.6,21.6,0.0075,,
0.6365,80,-26.9,21.6,0.0075,,
0.6440,81,-26.3,21.6,0.0075,,
0.6525,82,-25.7,21.6,0.0075,,
0.6610,83,-25.0,21.6,0.0075,,
0.6695,84,-24.4,21.6,0.0075,,
0.6780,85,-23.7,21.6,0.0075,,
0.6860,86,-23.2,21.6,0.0075,,
0.6940,87,-22.6,21.6,0.0080,,
0.7025,88,-22.0,21.6,0.0075,,
0.7105,89,-21.4,21.6,0.0075,,
0.7190,90,-20.8,21.6,0.0075,,
0.7275,91,-20.2,21.6,0.0075,,
0.7360,92,-19.6,21.6,0.0085,,
0.7435,93,-19.0,21.6,0.0075,,
0.7520,94,-18.5,21.6,0.0075,,
0.7605,95,-17.9,21.6,0.0075,,
0.7690,96,-17.3,21.6,0.0075,,
0.7770,97,-16.7,21.6,0.0075,,
0.7855,98,-16.2,21.6,0.0075,,
0.7935,99,-15.7,21.6,0.0080,,
0.8015,100,-15.1,21.6,0.0075,,
0.8100,101,-14.5,21.6,0.0075,,
0.8185,102,-13.9,21.6,0.0075,,
0.8270,103,-13.3,21.6,0.0075,,
0.8355,104,-12.7,21.6,0.0075,,
0.8430,105,-12.4,21.6,0.0075,,
0.8515,106,-11.8,21.6,0.0075,,
0.8600,107,-11.3,21.6,0.0075,,
0.8680,108,-10.7,21.6,0.0075,,
0.8765,109,-10.2,21.6,0.0075,,
0.8850,110,-9.6,21.6,0.0075,,
0.8925,111,-9.1,21.6,0.0075,,
0.9010,112,-8.5,21.6,0.0085,,
0.9095,113,-8.0,21.6,0.0075,,
0.9180,114,-7.4,21.6,0.0075,,
0.9265,115,-6.9,21.6,0.0075,,
0.9350,116,-6.3,21.6,0.0075,,
0.9425,117,-5.9,21.6,0.0075,,
0.9510,118,-5.3,21.6,0.0085,,
0.9590,119,-4.6,21.6,0.0075,,
0.9675,120,-3.8,21.6,0.0075,,
0.9760,121,-3.1,21.6,0.0075,,
0.9845,122,-2.5,21.6,0.0075,,
0.9930,123,-1.8,21.6,0.0075,,
1.0005,124,-1.2,21.6,0.0075,,
1.0090,125,-0.5,21.6,0.0075,,
1.0175,126,-0.1,21.6,0.0075,,
1.0255,127,0.1,21.6,0.0075,,
1.0340,128,0.6,21.6,0.0075,,
1.0425,129,1.2,21.6,0.0085,,
1.0500,130,1.9,21.6,0.0075,,
1.0585,131,2.8,21.6,0.0075,,
1.0670,132,3.5,21.6,0.0075,,
1.0755,133,3.9,21.6,0.0075,,
1.0840,134,4.6,21.6,0.0075,,
1.0925,135,5.2,21.6,0.0075,,
1.1000,136,5.6,21.6,0.0075,,
1.1085,137,6.2,21.6,0.0075,,
1.1165,138,6.8,21.6,0.0075,,
1.1250,139,7.5,21.6,0.0075,,
1.1335,140,8.3,21.6,0.0075,,
1.1420,141,9.1,21.6,0.0075,,
1.1495,142,9.9,21.6,0.0075,,
1.1580,143,10.8,21.6,0.0075,,
1.1665,144,11.6,21.6,0.0075,,
1.1750,145,12.6,21.6,0.0075,,
1.1835,146,13.3,21.6,0.0075,,
1.1915,147,14.1,21.6,0.0075,,
1.1995,148,15.0,21.6,0.0080,,
1.2075,149,15.8,21.6,0.0075,,
1.2160,150,16.8,21.6,0.0075,,
1.2245,151,17.8,21.6,0.0075,,
1.2330,152,18.8,21.6,0.0075,,
1.2415,153,19.9,21.6,0.0075,,
1.2490,154,20.8,21.6,0.0075,,
1.2575,155,22.0,21.6,0.0075,,
1.2660,156,23.2,21.6,0.0075,,
1.2745,157,24.4,21.6,0.0075,,
1.2830,158,25.7,21.6,0.0075,,
1.2910,159,27.0,21.6,0.0080,,
1.2990,160,28.5,21.6,0.0080,,
1.3070,161,30.0,21.6,0.0075,,
1.3155,162,31.6,21.6,0.0075,,
1.3240,163,33.5,21.6,0.0075,,
1.3325,164,35.6,21.6,0.0075,,
1.3410,165,37.6,21.6,0.0085,,
1.3485,166,39.9,21.6,0.0075,,
1.3570,167,42.4,21.6,0.0075,,
1.3655,168,45.4,21.6,0.0075,,
1.3740,169,48.5,21.6,0.0075,,
1.3820,170,52.2,21.6,0.0075,,
1.3905,171,56.2,21.6,0.0075,,
1.3980,172,60.3,21.6,0.0075,,
1.4065,173,65.4,21.6,0.0075,,
1.4150,174,71.3,21.6,0.0075,,
1.4235,175,77.8,21.6,0.0075,,
1.4320,176,85.2,21.6,0.0075,,
1.4405,177,92.9,21.6,0.0075,,
1.4480,178,100.4,21.6,0.0075,,
1.4565,179,108.6,21.6,0.0075,,
1.4645,180,117.2,21.6,0.0075,,
1.4730,181,125.6,21.6,0.0075,,
1.4815,182,134.7,21.6,0.0075,,
1.4900,183,143.4,21.6,0.0075,,
1.4975,184,150.8,21.6,0.0075,,
1.5060,185,157.9,21.6,0.0075,,
1.5145,186,164.6,21.6,0.0075,,
1.5230,187,170.9,21.6,0.0075,,
1.5315,188,176.3,21.6,0.0075,,
1.5395,189,180.7,21.6,0.0075,,
1.5475,190,184.1,21.6,0.0080,,
1.5515,190,185.1,21.6,0.0080,,
1.5515,431,193.4,21.7,0.0000,,
1.5520,432,193.4,21.7,0.0010,,
1.5540,433,193.4,21.7,0.0035,,
1.5565,434,193.5,21.7,0.0035,,
1.5605,435,193.5,21.7,0.0055,,
1.5665,436,193.8,21.7,0.0085,,
1.5750,437,194.2,21.7,0.0140,,
1.5825,438,194.7,21.7,0.0125,,
1.5910,439,195.5,21.7,0.0140,,
1.5995,440,196.4,21.7,0.0120,,
1.6080,441,197.4,21.7,0.0120,,
1.6165,442,198.3,21.7,0.0120,,
1.6250,443,199.2,21.7,0.0140,,
1.6325,444,200.1,21.7,0.0125,,
1.6410,445,200.9,21.7,0.0140,,
1.6490,446,201.6,21.7,0.0115,,
1.6575,447,202.5,21.7,0.0120,,
1.6660,448,203.2,21.7,0.0120,,
1.6745,449,204.0,21.7,0.0120,,
1.6820,450,204.6,21.7,0.0125,,
1.6905,451,205.3,21.7,0.0140,,
1.6990,452,206.0,21.7,0.0120,,
1.7075,453,206.6,21.7,0.0120,,
1.7160,454,207.3,21.7,0.0120,,
1.7240,455,207.9,21.7,0.0115,,
1.7320,456,208.5,21.7,0.0135,,
1.7400,457,209.1,21.7,0.0135,,
1.7485,458,209.8,21.7,0.0140,,
1.7570,459,210.4,21.7,0.0120,,
1.7655,460,211.0,21.7,0.0120,,
1.7740,461,211.6,21.7,0.0120,,
1.7815,462,212.1,21.7,0.0125,,
1.7900,463,212.5,21.7,0.0140,,
1.7985,464,213.0,21.7,0.0140,,
1.8065,465,213.5,21.7,0.0115,,
1.8150,466,213.9,21.7,0.0120,,
1.8235,467,214.4,21.7,0.0120,,
1.8310,468,214.8,21.7,0.0125,,
1.8395,469,215.2,21.7,0.0140,,
1.8480,470,215.8,21.7,0.0140,,
1.8565,471,216.3,21.7,0.0120,,
1.8650,472,216.8,21.7,0.0120,,
1.8735,473,217.2,21.7,0.0120,,
1.8810,474,217.6,21.7,0.0125,,
1.8895,475,218.0,21.7,0.0140,,
1.8975,476,218.5,21.7,0.0135,,
1.9060,477,218.8,21.7,0.0120,,
1.9145,478,219.3,21.7,0.0120,,
1.9230,479,219.7,21.7,0.0120,,
1.9315,480,220.1,21.7,0.0140,,
1.9390,481,220.4,21.7,0.0125,,
1.9475,482,220.8,21.7,0.0140,,
1.9560,483,221.2,21.7,0.0120,,
1.9645,484,221.6,21.7,0.0120,,
1.9725,485,222.0,21.7,0.0115,,
1.9805,486,222.3,21.7,0.0135,,
1.9885,487,222.6,21.7,0.0135,,
1.9970,488,222.9,21.7,0.0140,,
2.0055,489,223.3,21.7,0.0120,,
2.0140,490,223.7,21.7,0.0120,,
2.0225,491,223.9,21.7,0.0120,,
2.0300,492,224.3,21.7,0.0125,,
2.0385,493,224.6,21.7,0.0140,,
2.0470,494,224.9,21.7,0.0140,,
2.0555,495,225.2,21.7,0.0120,,
2.0635,496,225.6,21.7,0.0115,,
2.0720,497,225.9,21.7,0.0120,,
2.0805,498,226.0,21.7,0.0140,,
2.0880,499,226.3,21.7,0.0125,,
2.0965,500,226.7,21.7,0.0140,,
2.1050,501,226.9,21.7,0.0120,,
2.1135,502,227.2,21.7,0.0120,,
2.1220,503,227.5,21.7,0.0120,,
2.1305,504,227.8,21.7,0.0140,,
2.1380,505,228.0,21.7,0.0125,,
2.1465,506,228.4,21.7,0.0140,,
2.1545,507,228.6,21.7,0.0115,,
2.1630,508,228.8,21.7,0.0120,,
2.1715,509,229.2,21.7,0.0120,,
2.1800,510,229.5,21.7,0.0140,,
2.1875,511,229.8,21.7,0.0125,,
2.1960,512,230.0,21.7,0.0140,,
2.2045,513,230.3,21.7,0.0120,,
2.2130,514,230.5,21.7,0.0120,,
2.2215,515,230.8,21.7,0.0120,,
2.2295,516,231.0,21.7,0.0115,,
2.2375,517,231.2,21.7,0.0135,,
2.2455,518,231.5,21.7,0.0135,,
2.2540,519,231.9,21.7,0.0120,,
2.2625,520,232.0,21.7,0.0120,,
2.2710,521,232.2,21.7,0.0120,,
2.2795,522,232.3,21.7,0.0140,,
2.2870,523,232.6,21.7,0.0125,,
2.2955,524,232.8,21.7,0.0140,,
2.3040,525,233.1,21.7,0.0120,,
2.3125,526,233.3,21.7,0.0120,,
2.3205,527,233.5,21.7,0.0115,,
2.3290,528,233.7,21.7,0.0140,,
2.3365,529,233.8,21.7,0.0125,,
2.3440,530,234.1,21.7,0.0125,,
2.3485,531,234.3,21.7,0.0075,,
2.3490,532,234.5,21.7,0.0005,,
2.3495,533,234.5,21.7,0.0005,,
2.3505,534,234.6,21.7,0.0015,,
2.3515,535,234.6,21.7,0.0015,,
2.3535,536,234.6,21.7,0.0035,,
2.3565,537,234.7,21.7,0.0045,,
2.3610,538,234.7,21.7,0.0065,,
2.3650,539,234.9,21.7,0.0055,,
2.3695,540,235.0,21.7,0.0055,,
Scope 1/1, Sample 2/4 (junk2)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-87.8,21.6,NaN,,
0.0010,1,-87.9,21.6,0.0010,,
0.0025,2,-87.9,21.6,0.0015,,
0.0050,3,-87.9,21.6,0.0020,,
0.0090,4,-87.9,21.6,0.0035,,
0.0150,5,-87.9,21.6,0.0055,,
0.0235,6,-87.9,21.6,0.0075,,
0.0320,7,-87.8,21.6,0.0075,,
0.0405,8,-87.7,21.6,0.0075,,
0.0490,9,-87.5,21.6,0.0070,,
0.0565,10,-87.2,21.6,0.0070,,
0.0650,11,-86.9,21.6,0.0075,,
0.0735,12,-86.6,21.6,0.0075,,
0.0820,13,-86.2,21.6,0.0075,,
0.0900,14,-85.7,21.6,0.0075,,
0.0985,15,-85.3,21.6,0.0070,,
0.1060,16,-84.9,21.6,0.0070,,
0.1145,17,-84.3,21.6,0.0075,,
0.1230,18,-83.8,21.6,0.0075,,
0.1315,19,-83.2,21.6,0.0075,,
0.1400,20,-82.5,21.6,0.0075,,
0.1485,21,-81.9,21.6,0.0075,,
0.1560,22,-81.2,21.6,0.0070,,
0.1645,23,-80.6,21.6,0.0075,,
0.1730,24,-79.7,21.6,0.0075,,
0.1810,25,-78.9,21.6,0.0075,,
0.1895,26,-78.1,21.6,0.0075,,
0.1980,27,-77.3,21.6,0.0070,,
0.2055,28,-76.5,21.6,0.0070,,
0.2140,29,-75.6,21.6,0.0075,,
0.2225,30,-74.7,21.6,0.0075,,
0.2310,31,-73.8,21.6,0.0075,,
0.2395,32,-72.8,21.6,0.0075,,
0.2480,33,-71.8,21.6,0.0070,,
0.2555,34,-70.9,21.6,0.0070,,
0.2640,35,-69.8,21.6,0.0075,,
0.2720,36,-68.7,21.6,0.0075,,
0.2805,37,-67.6,21.6,0.0075,,
0.2890,38,-66.6,21.6,0.0075,,
0.2975,39,-65.6,21.6,0.0075,,
0.3050,40,-64.3,21.6,0.0070,,
0.3135,41,-63.1,21.6,0.0075,,
0.3220,42,-62.0,21.6,0.0075,,
0.3305,43,-60.8,21.6,0.0075,,
0.3390,44,-59.6,21.6,0.0075,,
0.3470,45,-58.3,21.6,0.0065,,
0.3550,46,-57.2,21.6,0.0075,,
0.3630,47,-56.0,21.6,0.0075,,
0.3715,48,-54.7,21.6,0.0075,,
0.3800,49,-53.3,21.6,0.0075,,
0.3885,50,-52.1,21.6,0.0075,,
0.3970,51,-50.9,21.6,0.0070,,
0.4045,52,-49.8,21.6,0.0070,,
0.4130,53,-48.6,21.6,0.0075,,
0.4215,54,-47.6,21.6,0.0075,,
0.4300,55,-46.5,21.6,0.0075,,
0.4380,56,-45.5,21.6,0.0075,,
0.4465,57,-44.5,21.6,0.0075,,
0.4540,58,-43.7,21.6,0.0070,,
0.4625,59,-42.8,21.6,0.0075,,
0.4710,60,-41.9,21.6,0.0075,,
0.4795,61,-41.1,21.6,0.0075,,
0.4880,62,-40.2,21.6,0.0075,,
0.4965,63,-39.3,21.6,0.0075,,
0.5040,64,-38.6,21.6,0.0070,,
0.5125,65,-37.8,21.6,0.0075,,
0.5210,66,-37.0,21.6,0.0075,,
0.5290,67,-36.3,21.6,0.0075,,
0.5375,68,-35.5,21.6,0.0075,,
0.5460,69,-34.7,21.6,0.0075,,
0.5535,70,-33.9,21.6,0.0070,,
0.5620,71,-33.2,21.6,0.0075,,
0.5705,72,-32.4,21.6,0.0075,,
0.5790,73,-31.8,21.6,0.0075,,
0.5875,74,-31.1,21.6,0.0075,,
0.5960,75,-30.4,21.6,0.0075,,
0.6035,76,-29.7,21.6,0.0070,,
0.6120,77,-29.0,21.6,0.0075,,
0.6200,78,-28.3,21.6,0.0075,,
0.6285,79,-27.8,21.6,0.0075,,
0.6370,80,-27.1,21.6,0.0075,,
0.6455,81,-26.4,21.6,0.0075,,
0.6530,82,-25.9,21.6,0.0070,,
0.6615,83,-25.2,21.6,0.0075,,
0.6700,84,-24.6,21.7,0.0075,,
0.6785,85,-24.0,21.6,0.0075,,
0.6870,86,-23.4,21.7,0.0075,,
0.6950,87,-22.9,21.7,0.0075,,
0.7030,88,-22.3,21.6,0.0075,,
0.7110,89,-21.7,21.6,0.0075,,
0.7195,90,-21.1,21.6,0.0075,,
0.7280,91,-20.5,21.6,0.0075,,
0.7365,92,-19.9,21.7,0.0075,,
0.7450,93,-19.3,21.7,0.0075,,
0.7525,94,-18.9,21.7,0.0070,,
0.7610,95,-18.2,21.7,0.0075,,
0.7695,96,-17.7,21.7,0.0075,,
0.7780,97,-17.1,21.7,0.0075,,
0.7865,98,-16.5,21.7,0.0075,,
0.7945,99,-15.9,21.7,0.0065,,
0.8025,100,-15.4,21.7,0.0075,,
0.8105,101,-14.9,21.7,0.0075,,
0.8190,102,-14.3,21.7,0.0075,,
0.8275,103,-13.7,21.7,0.0075,,
0.8360,104,-13.0,21.7,0.0075,,
0.8445,105,-12.4,21.7,0.0075,,
0.8530,106,-12.0,21.7,0.0075,,
0.8605,107,-11.4,21.7,0.0070,,
0.8690,108,-10.8,21.7,0.0075,,
0.8770,109,-10.2,21.7,0.0075,,
0.8855,110,-9.7,21.7,0.0075,,
0.8940,111,-9.1,21.7,0.0075,,
0.9025,112,-8.7,21.7,0.0075,,
0.9100,113,-8.1,21.7,0.0070,,
0.9185,114,-7.6,21.7,0.0075,,
0.9270,115,-7.0,21.7,0.0075,,
0.9355,116,-6.4,21.7,0.0075,,
0.9440,117,-5.9,21.7,0.0075,,
0.9520,118,-5.5,21.7,0.0075,,
0.9600,119,-4.9,21.7,0.0075,,
0.9680,120,-4.1,21.7,0.0075,,
0.9765,121,-3.4,21.7,0.0075,,
0.9850,122,-2.7,21.7,0.0075,,
0.9935,123,-2.0,21.7,0.0075,,
1.0020,124,-1.3,21.7,0.0070,,
1.0095,125,-0.6,21.7,0.0070,,
1.0180,126,0.1,21.7,0.0075,,
1.0265,127,0.4,21.7,0.0075,,
1.0350,128,0.5,21.7,0.0075,,
1.0430,129,1.2,21.7,0.0075,,
1.0515,130,1.9,21.7,0.0070,,
1.0590,131,2.7,21.7,0.0070,,
1.0675,132,3.5,21.7,0.0075,,
1.0760,133,4.0,21.7,0.0075,,
1.0845,134,4.6,21.7,0.0075,,
1.0930,135,5.3,21.7,0.0075,,
1.1015,136,5.9,21.7,0.0070,,
1.1090,137,6.3,21.7,0.0070,,
1.1175,138,7.0,21.7,0.0075,,
1.1260,139,7.7,21.7,0.0075,,
1.1340,140,8.6,21.7,0.0075,,
1.1425,141,9.5,21.7,0.0075,,
1.1510,142,10.4,21.7,0.0070,,
1.1585,143,11.2,21.7,0.0070,,
1.1670,144,12.0,21.7,0.0075,,
1.1755,145,13.0,21.7,0.0075,,
1.1840,146,13.9,21.7,0.0075,,
1.1925,147,14.8,21.7,0.0075,,
1.2005,148,15.9,21.7,0.0075,,
1.2085,149,16.8,21.7,0.0075,,
1.2170,150,17.7,21.7,0.0075,,
1.2250,151,18.8,21.7,0.0075,,
1.2335,152,19.9,21.7,0.0075,,
1.2420,153,21.0,21.7,0.0075,,
1.2505,154,22.2,21.7,0.0070,,
1.2580,155,23.3,21.7,0.0070,,
1.2665,156,24.7,21.7,0.0075,,
1.2750,157,26.0,21.7,0.0075,,
1.2835,158,27.6,21.7,0.0075,,
1.2920,159,29.1,21.7,0.0075,,
1.3000,160,30.8,21.7,0.0075,,
1.3080,161,32.5,21.7,0.0075,,
1.3160,162,34.4,21.7,0.0075,,
1.3245,163,36.6,21.7,0.0075,,
1.3330,164,39.1,21.7,0.0075,,
1.3415,165,41.8,21.7,0.0075,,
1.3500,166,44.6,21.7,0.0075,,
1.3575,167,47.4,21.7,0.0070,,
1.3660,168,51.0,21.7,0.0075,,
1.3745,169,55.1,21.7,0.0075,,
1.3830,170,59.7,21.7,0.0075,,
1.3910,171,64.9,21.7,0.0075,,
1.3995,172,70.8,21.7,0.0075,,
1.4080,173,76.8,21.7,0.0075,,
1.4155,174,83.8,21.7,0.0070,,
1.4240,175,91.7,21.7,0.0075,,
1.4325,176,100.0,21.7,0.0075,,
1.4410,177,108.5,21.7,0.0075,,
1.4495,178,117.0,21.7,0.0075,,
1.4575,179,124.9,21.7,0.0075,,
1.4655,180,133.5,21.7,0.0075,,
1.4735,181,142.5,21.7,0.0075,,
1.4820,182,150.9,21.7,0.0075,,
1.4905,183,158.4,21.7,0.0075,,
1.4990,184,165.3,21.7,0.0075,,
1.5075,185,170.9,21.7,0.0075,,
1.5150,186,176.3,21.7,0.0070,,
1.5235,187,180.5,21.7,0.0075,,
1.5320,188,183.9,21.7,0.0075,,
1.5370,189,185.1,21.7,0.0070,,
1.5370,429,192.4,21.7,0.0000,,
1.5375,430,192.4,21.7,0.0005,,
1.5390,431,192.4,21.7,0.0020,,
1.5415,432,192.5,21.7,0.0030,,
1.5455,433,192.6,21.7,0.0045,,
1.5520,434,192.8,21.7,0.0070,,
1.5605,435,193.3,21.7,0.0095,,
1.5685,436,193.9,21.7,0.0100,,
1.5765,437,194.8,21.7,0.0100,,
1.5845,438,195.8,21.7,0.0100,,
1.5930,439,196.7,21.7,0.0095,,
1.6015,440,197.6,21.7,0.0095,,
1.6100,441,198.5,21.7,0.0095,,
1.6185,442,199.2,21.7,0.0105,,
1.6260,443,200.1,21.7,0.0095,,
1.6345,444,200.9,21.7,0.0105,,
1.6430,445,201.7,21.7,0.0095,,
1.6515,446,202.4,21.7,0.0095,,
1.6595,447,203.3,21.7,0.0090,,
1.6680,448,204.0,21.7,0.0105,,
1.6755,449,204.6,21.7,0.0095,,
1.6840,450,205.4,21.7,0.0105,,
1.6925,451,206.1,21.7,0.0095,,
1.7010,452,206.7,21.7,0.0095,,
1.7095,453,207.3,21.7,0.0095,,
1.7180,454,207.9,21.7,0.0105,,
1.7255,455,208.5,21.7,0.0095,,
1.7340,456,209.1,21.7,0.0105,,
1.7425,457,209.7,21.7,0.0095,,
1.7505,458,210.2,21.7,0.0090,,
1.7590,459,210.7,21.7,0.0095,,
1.7675,460,211.3,21.7,0.0095,,
1.7750,461,211.8,21.7,0.0095,,
1.7835,462,212.2,21.7,0.0105,,
1.7920,463,212.7,21.7,0.0105,,
1.8005,464,213.2,21.7,0.0095,,
1.8090,465,213.8,21.7,0.0095,,
1.8170,466,214.3,21.7,0.0090,,
1.8250,467,214.7,21.7,0.0100,,
1.8330,468,215.1,21.7,0.0100,,
1.8415,469,215.6,21.7,0.0105,,
1.8500,470,216.0,21.7,0.0095,,
1.8585,471,216.5,21.7,0.0095,,
1.8670,472,217.0,21.7,0.0095,,
1.8745,473,217.4,21.7,0.0095,,
1.8830,474,217.8,21.7,0.0105,,
1.8915,475,218.2,21.7,0.0105,,
1.9000,476,218.6,21.7,0.0095,,
1.9085,477,219.0,21.7,0.0095,,
1.9165,478,219.4,21.7,0.0090,,
1.9245,479,219.7,21.7,0.0100,,
1.9325,480,220.1,21.7,0.0100,,
1.9410,481,220.5,21.7,0.0105,,
1.9495,482,220.9,21.7,0.0095,,
1.9580,483,221.2,21.7,0.0095,,
1.9665,484,221.6,21.7,0.0095,,
1.9740,485,221.9,21.7,0.0095,,
1.9825,486,222.2,21.7,0.0105,,
1.9910,487,222.6,21.7,0.0095,,
1.9995,488,222.9,21.7,0.0095,,
2.0075,489,223.3,21.7,0.0090,,
2.0160,490,223.6,21.7,0.0095,,
2.0240,491,223.9,21.7,0.0100,,
2.0320,492,224.2,21.7,0.0100,,
2.0405,493,224.4,21.7,0.0105,,
2.0490,494,224.7,21.7,0.0095,,
2.0575,495,225.1,21.7,0.0095,,
2.0660,496,225.3,21.7,0.0095,,
2.0735,497,225.6,21.7,0.0095,,
2.0820,498,225.9,21.7,0.0105,,
2.0905,499,226.2,21.7,0.0105,,
2.0985,500,226.5,21.7,0.0090,,
2.1070,501,226.8,21.7,0.0095,,
2.1155,502,227.0,21.7,0.0095,,
2.1230,503,227.3,21.7,0.0095,,
2.1315,504,227.6,21.7,0.0105,,
2.1400,505,227.8,21.7,0.0105,,
2.1485,506,228.2,21.7,0.0095,,
2.1570,507,228.5,21.7,0.0095,,
2.1655,508,228.7,21.7,0.0095,,
2.1730,509,229.0,21.7,0.0095,,
2.1815,510,229.2,21.7,0.0105,,
2.1895,511,229.6,21.7,0.0100,,
2.1980,512,229.8,21.7,0.0095,,
2.2065,513,230.1,21.7,0.0095,,
2.2150,514,230.3,21.7,0.0095,,
2.2225,515,230.6,21.7,0.0095,,
2.2310,516,230.8,21.7,0.0105,,
2.2395,517,231.0,21.7,0.0105,,
2.2480,518,231.3,21.7,0.0095,,
2.2565,519,231.5,21.7,0.0095,,
2.2645,520,231.7,21.8,0.0090,,
2.2730,521,231.9,21.7,0.0105,,
2.2805,522,232.1,21.7,0.0095,,
2.2890,523,232.4,21.7,0.0105,,
2.2975,524,232.7,21.7,0.0095,,
2.3060,525,232.8,21.7,0.0095,,
2.3145,526,233.1,21.7,0.0095,,
2.3230,527,233.2,21.7,0.0095,,
2.3305,528,233.4,21.7,0.0095,,
2.3390,529,233.6,21.7,0.0105,,
2.3470,530,233.9,21.7,0.0100,,
2.3545,531,234.1,21.7,0.0085,,
2.3605,532,234.3,21.8,0.0065,,
2.3660,533,234.4,21.8,0.0060,,
2.3680,534,234.5,21.7,0.0025,,
2.3695,535,234.7,21.7,0.0020,,
2.3705,536,234.7,21.7,0.0010,,
2.3715,537,234.8,21.8,0.0010,,
2.3735,538,234.8,21.8,0.0020,,
2.3760,539,234.8,21.7,0.0030,,
2.3795,540,234.9,21.8,0.0045,,
2.3835,541,235.0,21.7,0.0055,,
Scope 1/1, Sample 3/4 (junk3)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-88.7,21.8,NaN,,
0.0005,1,-88.8,21.8,0.0005,,
0.0025,2,-88.9,21.8,0.0020,,
0.0050,3,-88.8,21.8,0.0025,,
0.0090,4,-88.9,21.8,0.0035,,
0.0150,5,-88.9,21.8,0.0055,,
0.0235,6,-88.8,21.8,0.0075,,
