Task,T3358
Scope 1/1, Sample 1/23 (junk1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
1.4490,178,99.4,21.9,0.0075,,
1.4575,179,107.9,21.9,0.0075,,
1.4655,180,117.2,21.9,0.0075,,
1.4740,181,125.9,21.9,0.0075,,
1.4825,182,134.1,21.9,0.0075,,
1.4900,183,142.9,21.9,0.0070,,
1.4985,184,151.2,21.9,0.0075,,
1.5070,185,159.3,21.9,0.0075,,
1.5155,186,166.0,21.9,0.0075,,
1.5240,187,172.1,21.9,0.0075,,
1.5315,188,176.9,21.9,0.0070,,
1.5400,189,181.2,21.9,0.0075,,
1.5485,190,184.6,21.9,0.0075,,
1.5520,190,185.2,21.9,0.0070,,
1.5520,430,192.7,22.0,0.0000,,
1.5525,432,192.7,22.0,0.0005,,
1.5540,433,192.7,22.0,0.0025,,
1.5565,434,192.7,22.0,0.0040,,
1.5605,435,192.7,22.0,0.0055,,
1.5665,436,192.8,22.0,0.0085,,
1.5750,437,193.2,22.0,0.0120,,
1.5825,438,193.8,22.0,0.0125,,
1.5910,439,194.6,22.0,0.0140,,
1.5995,440,195.5,22.0,0.0120,,
1.6080,441,196.5,22.0,0.0120,,
1.6165,442,197.6,22.0,0.0120,,
1.6240,443,198.4,22.0,0.0125,,
1.6325,444,199.3,22.0,0.0140,,
1.6410,445,200.1,22.0,0.0140,,
1.6490,446,200.8,22.0,0.0115,,
1.6575,447,201.6,22.0,0.0120,,
1.6660,448,202.5,22.0,0.0120,,
1.6735,449,203.2,22.0,0.0125,,
1.6820,450,203.9,22.0,0.0140,,
1.6905,451,204.6,22.0,0.0140,,
1.6990,452,205.2,22.0,0.0120,,
1.7075,453,205.9,22.0,0.0120,,
1.7160,454,206.6,22.0,0.0120,,
1.7235,455,207.2,22.0,0.0125,,
1.7320,456,207.7,22.0,0.0140,,
1.7405,457,208.3,22.0,0.0140,,
1.7485,458,209.0,22.0,0.0115,,
1.7570,459,209.6,22.0,0.0120,,
1.7655,460,210.2,22.0,0.0120,,
1.7730,461,210.7,22.0,0.0125,,
1.7815,462,211.2,22.0,0.0140,,
1.7900,463,211.8,22.0,0.0120,,
1.7985,464,212.3,22.0,0.0120,,
1.8070,465,212.8,22.0,0.0120,,
1.8155,466,213.3,22.0,0.0120,,
1.8230,467,213.8,22.0,0.0125,,
1.8315,468,214.2,22.0,0.0140,,
1.8400,469,214.7,22.0,0.0120,,
1.8480,470,215.0,22.0,0.0115,,
1.8565,471,215.5,22.0,0.0120,,
1.8650,472,215.9,22.0,0.0140,,
1.8725,473,216.4,22.0,0.0125,,
1.8810,474,216.9,22.0,0.0140,,
1.8895,475,217.4,22.0,0.0120,,
1.8980,476,217.7,22.0,0.0120,,
1.9065,477,218.3,22.0,0.0120,,
1.9140,478,218.5,22.0,0.0125,,
1.9225,479,218.9,22.0,0.0140,,
1.9310,480,219.4,22.0,0.0140,,
1.9395,481,219.7,22.0,0.0120,,
1.9475,482,220.1,22.0,0.0115,,
1.9560,483,220.5,22.0,0.0120,,
1.9640,484,220.8,22.0,0.0135,,
1.9720,485,221.1,22.0,0.0135,,
1.9805,486,221.4,22.0,0.0120,,
1.9890,487,221.8,22.0,0.0120,,
1.9975,488,222.1,22.0,0.0120,,
2.0060,489,222.4,22.0,0.0140,,
2.0135,490,222.8,22.0,0.0125,,
2.0220,491,223.2,22.0,0.0140,,
2.0305,492,223.5,22.0,0.0120,,
2.0390,493,223.9,22.0,0.0120,,
2.0475,494,224.2,22.0,0.0120,,
2.0550,495,224.5,22.0,0.0125,,
2.0635,496,224.8,22.0,0.0140,,
2.0715,497,225.1,22.0,0.0135,,
2.0800,498,225.4,22.0,0.0120,,
2.0885,499,225.7,22.0,0.0120,,
2.0970,500,225.9,22.0,0.0120,,
2.1045,501,226.2,22.0,0.0125,,
2.1130,502,226.4,22.0,0.0140,,
2.1215,503,226.8,22.0,0.0140,,
2.1300,504,227.0,22.0,0.0120,,
2.1385,505,227.3,22.0,0.0120,,
2.1465,506,227.6,22.0,0.0115,,
2.1545,507,227.9,22.0,0.0135,,
2.1630,508,228.1,22.0,0.0140,,
2.1710,509,228.4,22.0,0.0135,,
2.1795,510,228.6,22.0,0.0120,,
2.1880,511,229.0,22.0,0.0120,,
2.1965,512,229.3,22.0,0.0120,,
2.2040,513,229.4,22.0,0.0125,,
2.2125,514,229.7,22.0,0.0140,,
2.2210,515,230.1,22.0,0.0120,,
2.2295,516,230.3,22.0,0.0120,,
2.2380,517,230.5,22.0,0.0120,,
2.2460,518,230.8,22.0,0.0115,,
2.2540,519,231.0,22.0,0.0135,,
2.2620,520,231.3,22.0,0.0135,,
2.2705,521,231.5,22.0,0.0140,,
2.2790,522,231.7,22.0,0.0120,,
2.2875,523,232.0,22.0,0.0120,,
2.2960,524,232.2,22.0,0.0120,,
2.3035,525,232.4,22.0,0.0125,,
2.3120,526,232.7,22.0,0.0140,,
2.3205,527,233.0,22.0,0.0120,,
2.3290,528,233.2,22.0,0.0120,,
2.3375,529,233.3,22.0,0.0120,,
2.3455,530,233.6,22.0,0.0115,,
2.3535,531,233.7,22.0,0.0135,,
2.3615,532,234.0,22.0,0.0135,,
2.3695,533,234.2,22.0,0.0115,,
2.3750,534,234.3,22.0,0.0080,,
2.3795,535,234.4,22.0,0.0065,,
2.3815,536,234.6,22.0,0.0035,,
2.3830,537,234.7,22.0,0.0025,,
2.3845,538,234.7,22.0,0.0025,,
2.3865,539,234.8,22.0,0.0030,,
2.3895,540,234.9,22.0,0.0045,,
2.3945,541,234.9,22.0,0.0070,,
2.3975,541,235.0,22.0,0.0150,,
Scope 1/1, Sample 2/23 (junk2)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-88.2,21.9,NaN,,
0.0005,1,-88.2,21.9,0.0005,,
0.0025,2,-88.3,21.9,0.0020,,
0.0050,3,-88.3,21.9,0.0025,,
0.0085,4,-88.3,21.9,0.0030,,
0.0150,5,-88.3,21.9,0.0060,,
0.0230,6,-88.2,21.9,0.0075,,
0.0305,7,-88.2,21.9,0.0075,,
0.0390,8,-88.1,21.9,0.0085,,
0.0475,9,-87.8,21.9,0.0085,,
0.0560,10,-87.6,21.9,0.0075,,
0.0645,11,-87.3,21.9,0.0075,,
0.0730,12,-87.0,21.9,0.0075,,
0.0805,13,-86.7,21.9,0.0075,,
0.0890,14,-86.2,21.9,0.0085,,
0.0970,15,-85.7,21.9,0.0080,,
0.1055,16,-85.3,21.9,0.0075,,
0.1140,17,-84.7,21.9,0.0075,,
0.1225,18,-84.2,21.9,0.0075,,
0.1300,19,-83.7,21.9,0.0075,,
0.1385,20,-83.0,21.9,0.0085,,
0.1470,21,-82.3,21.9,0.0085,,
0.1555,22,-81.6,21.9,0.0075,,
0.1640,23,-80.9,21.9,0.0075,,
0.1720,24,-80.2,21.9,0.0075,,
0.1800,25,-79.4,21.9,0.0080,,
0.1885,26,-78.7,21.9,0.0085,,
0.1965,27,-77.8,21.9,0.0080,,
0.2050,28,-77.0,21.9,0.0075,,
0.2135,29,-76.1,21.9,0.0075,,
0.2220,30,-75.3,21.9,0.0075,,
0.2295,31,-74.4,21.9,0.0075,,
0.2380,32,-73.5,21.9,0.0085,,
0.2465,33,-72.5,21.9,0.0085,,
0.2550,34,-71.6,21.9,0.0075,,
0.2635,35,-70.6,21.9,0.0075,,
0.2715,36,-69.5,21.9,0.0075,,
0.2795,37,-68.5,21.9,0.0080,,
0.2875,38,-67.4,21.9,0.0080,,
0.2960,39,-66.2,21.9,0.0075,,
0.3045,40,-64.9,21.9,0.0075,,
0.3130,41,-63.7,21.9,0.0075,,
0.3215,42,-62.5,21.9,0.0075,,
0.3290,43,-61.4,21.9,0.0075,,
0.3375,44,-60.2,21.9,0.0085,,
0.3460,45,-58.9,21.9,0.0075,,
0.3545,46,-57.7,22.0,0.0075,,
0.3630,47,-56.4,22.0,0.0075,,
0.3710,48,-55.3,22.0,0.0080,,
0.3790,49,-54.1,22.0,0.0080,,
0.3870,50,-52.8,22.0,0.0080,,
0.3955,51,-51.7,22.0,0.0085,,
0.4040,52,-50.5,22.0,0.0075,,
0.4125,53,-49.4,22.0,0.0075,,
0.4210,54,-48.4,22.0,0.0075,,
0.4285,55,-47.4,22.0,0.0075,,
0.4370,56,-46.4,22.0,0.0085,,
0.4455,57,-45.4,22.0,0.0085,,
0.4535,58,-44.4,22.0,0.0075,,
0.4620,59,-43.5,22.0,0.0075,,
0.4705,60,-42.5,22.0,0.0075,,
0.4780,61,-41.7,22.0,0.0075,,
0.4865,62,-40.9,22.0,0.0085,,
0.4950,63,-40.0,22.0,0.0085,,
0.5035,64,-39.2,22.0,0.0075,,
0.5120,65,-38.5,22.0,0.0075,,
0.5205,66,-37.7,22.0,0.0075,,
0.5280,67,-36.9,22.0,0.0075,,
0.5365,68,-36.1,22.0,0.0085,,
0.5450,69,-35.4,22.0,0.0085,,
0.5530,70,-34.7,22.0,0.0075,,
0.5615,71,-34.0,22.0,0.0075,,
0.5700,72,-33.3,22.0,0.0075,,
0.5775,73,-32.6,22.0,0.0075,,
0.5860,74,-31.9,22.0,0.0085,,
0.5945,75,-31.2,22.0,0.0075,,
0.6030,76,-30.5,22.0,0.0075,,
0.6115,77,-29.8,22.0,0.0075,,
0.6200,78,-29.1,22.0,0.0075,,
0.6275,79,-28.5,22.0,0.0075,,
0.6360,80,-27.9,22.0,0.0085,,
0.6440,81,-27.3,22.0,0.0080,,
0.6525,82,-26.6,22.0,0.0075,,
0.6610,83,-25.9,22.0,0.0075,,
0.6695,84,-25.3,22.0,0.0075,,
0.6770,85,-24.9,22.0,0.0075,,
0.6855,86,-24.2,22.0,0.0085,,
0.6940,87,-23.6,22.0,0.0085,,
0.7025,88,-23.0,22.0,0.0075,,
0.7110,89,-22.3,22.0,0.0075,,
0.7195,90,-21.8,22.0,0.0085,,
0.7270,91,-21.2,22.0,0.0075,,
0.7355,92,-20.6,22.0,0.0085,,
0.7435,93,-20.0,22.0,0.0080,,
0.7520,94,-19.4,22.0,0.0075,,
0.7605,95,-18.8,22.0,0.0075,,
0.7690,96,-18.2,22.0,0.0075,,
0.7765,97,-17.7,22.0,0.0075,,
0.7850,98,-17.1,22.0,0.0085,,
0.7935,99,-16.6,22.0,0.0075,,
0.8020,100,-16.1,22.0,0.0075,,
0.8105,101,-15.5,22.0,0.0075,,
0.8185,102,-14.8,22.0,0.0075,,
0.8265,103,-14.3,22.0,0.0080,,
0.8345,104,-13.8,22.0,0.0080,,
0.8430,105,-13.2,22.0,0.0075,,
0.8515,106,-12.8,22.0,0.0075,,
0.8600,107,-12.2,22.0,0.0075,,
0.8685,108,-11.7,22.0,0.0085,,
0.8760,109,-11.1,22.0,0.0075,,
0.8845,110,-10.6,22.0,0.0085,,
0.8930,111,-10.0,22.0,0.0075,,
0.9015,112,-9.4,22.0,0.0075,,
0.9095,113,-8.8,22.0,0.0075,,
0.9180,114,-8.3,22.0,0.0075,,
0.9255,115,-7.8,22.0,0.0075,,
0.9340,116,-7.3,22.0,0.0085,,
0.9425,117,-6.7,22.0,0.0075,,
0.9510,118,-6.2,22.0,0.0075,,
0.9595,119,-5.6,22.0,0.0075,,
0.9680,120,-5.0,22.0,0.0075,,
0.9755,121,-4.4,22.0,0.0075,,
0.9840,122,-3.7,22.0,0.0085,,
0.9925,123,-3.0,22.0,0.0075,,
1.0005,124,-2.4,22.0,0.0075,,
1.0090,125,-1.7,22.0,0.0075,,
1.0175,126,-0.9,22.0,0.0075,,
1.0250,127,-0.3,22.0,0.0075,,
1.0335,128,0.4,22.0,0.0085,,
1.0420,129,0.3,22.0,0.0085,,
1.0505,130,0.8,22.0,0.0075,,
1.0590,131,1.4,22.0,0.0075,,
1.0675,132,2.1,22.0,0.0075,,
1.0750,133,3.0,22.0,0.0075,,
1.0835,134,3.8,22.0,0.0085,,
1.0915,135,4.2,22.0,0.0080,,
1.1000,136,5.0,22.0,0.0075,,
1.1085,137,5.6,22.0,0.0075,,
1.1170,138,6.1,22.0,0.0075,,
1.1245,139,6.7,22.0,0.0075,,
1.1330,140,7.3,22.0,0.0085,,
1.1415,141,8.1,22.0,0.0085,,
1.1500,142,8.9,22.0,0.0075,,
1.1585,143,9.8,22.0,0.0075,,
1.1665,144,10.8,22.0,0.0075,,
1.1745,145,11.6,22.0,0.0080,,
1.1825,146,12.6,22.0,0.0080,,
1.1910,147,13.5,22.0,0.0085,,
1.1995,148,14.4,22.0,0.0075,,
1.2080,149,15.4,22.0,0.0075,,
1.2165,150,16.4,22.0,0.0075,,
1.2240,151,17.3,22.0,0.0075,,
1.2325,152,18.4,22.0,0.0085,,
1.2410,153,19.4,22.0,0.0085,,
1.2495,154,20.6,22.0,0.0075,,
1.2580,155,21.8,22.0,0.0075,,
1.2660,156,23.1,22.0,0.0075,,
1.2740,157,24.2,22.0,0.0080,,
1.2820,158,25.7,22.0,0.0080,,
1.2905,159,27.2,22.0,0.0075,,
1.2990,160,28.9,22.0,0.0075,,
1.3075,161,30.5,22.0,0.0075,,
1.3160,162,32.3,22.0,0.0075,,
1.3235,163,34.1,22.0,0.0075,,
1.3320,164,36.3,22.0,0.0085,,
1.3405,165,38.6,22.0,0.0075,,
1.3490,166,41.2,22.0,0.0075,,
1.3575,167,44.1,22.0,0.0075,,
1.3655,168,47.0,22.0,0.0080,,
1.3730,169,50.6,22.0,0.0075,,
1.3815,170,54.8,22.0,0.0085,,
1.3900,171,59.4,22.0,0.0085,,
1.3985,172,64.8,22.0,0.0075,,
1.4070,173,70.5,22.0,0.0075,,
1.4155,174,77.0,22.0,0.0075,,
1.4230,175,83.2,22.0,0.0075,,
1.4315,176,90.7,22.0,0.0085,,
1.4400,177,98.3,22.0,0.0085,,
1.4480,178,106.4,22.0,0.0075,,
1.4565,179,115.5,22.0,0.0075,,
1.4650,180,124.3,22.0,0.0075,,
1.4725,181,132.5,22.0,0.0075,,
1.4810,182,141.1,22.0,0.0085,,
1.4895,183,149.6,22.0,0.0075,,
1.4980,184,157.0,22.0,0.0075,,
1.5065,185,163.9,22.0,0.0075,,
1.5150,186,169.9,22.0,0.0075,,
1.5225,187,174.7,22.0,0.0075,,
1.5310,188,179.6,22.0,0.0085,,
1.5390,189,183.3,22.0,0.0080,,
1.5460,190,185.0,22.0,0.0080,,
1.5460,430,192.6,22.1,0.0000,,
1.5465,431,192.6,22.1,0.0005,,
1.5480,432,192.6,22.1,0.0015,,
1.5505,433,192.5,22.1,0.0025,,
1.5545,434,192.6,22.1,0.0035,,
1.5610,435,192.7,22.1,0.0060,,
1.5695,436,193.1,22.1,0.0075,,
1.5770,437,193.8,22.1,0.0075,,
1.5855,438,194.6,22.1,0.0085,,
1.5940,439,195.5,22.1,0.0085,,
1.6025,440,196.3,22.1,0.0075,,
1.6105,441,197.3,22.1,0.0075,,
1.6190,442,198.2,22.1,0.0075,,
1.6265,443,198.9,22.1,0.0075,,
1.6350,444,199.8,22.1,0.0085,,
1.6435,445,200.7,22.1,0.0085,,
1.6520,446,201.5,22.1,0.0075,,
1.6605,447,202.3,22.1,0.0075,,
1.6690,448,203.0,22.1,0.0075,,
1.6765,449,203.6,22.1,0.0075,,
1.6850,450,204.3,22.1,0.0085,,
1.6935,451,204.9,22.1,0.0085,,
1.7015,452,205.6,22.1,0.0075,,
1.7100,453,206.3,22.1,0.0075,,
1.7185,454,206.9,22.1,0.0075,,
1.7260,455,207.5,22.1,0.0075,,
1.7345,456,208.1,22.1,0.0085,,
1.7430,457,208.7,22.1,0.0085,,
1.7515,458,209.2,22.1,0.0075,,
1.7600,459,209.8,22.1,0.0075,,
1.7685,460,210.3,22.1,0.0075,,
1.7760,461,210.8,22.1,0.0075,,
1.7845,462,211.4,22.1,0.0085,,
1.7925,463,211.9,22.1,0.0080,,
1.8010,464,212.5,22.1,0.0075,,
1.8095,465,213.0,22.1,0.0075,,
1.8180,466,213.4,22.1,0.0075,,
1.8255,467,213.8,22.1,0.0075,,
1.8340,468,214.4,22.1,0.0085,,
1.8425,469,214.9,22.1,0.0085,,
1.8510,470,215.3,22.1,0.0075,,
1.8595,471,215.7,22.1,0.0075,,
1.8680,472,216.2,22.1,0.0075,,
1.8755,473,216.5,22.1,0.0075,,
1.8840,474,216.9,22.1,0.0085,,
1.8920,475,217.3,22.1,0.0080,,
1.9005,476,217.8,22.1,0.0075,,
1.9090,477,218.1,22.1,0.0075,,
1.9175,478,218.5,22.1,0.0075,,
1.9250,479,219.0,22.1,0.0075,,
1.9335,480,219.4,22.1,0.0085,,
1.9420,481,219.8,22.1,0.0085,,
1.9505,482,220.1,22.1,0.0075,,
1.9585,483,220.4,22.1,0.0075,,
1.9670,484,220.8,22.1,0.0075,,
1.9755,485,221.2,22.1,0.0085,,
1.9830,486,221.5,22.1,0.0075,,
1.9915,487,221.9,22.1,0.0085,,
2.0000,488,222.1,22.1,0.0085,,
2.0085,489,222.4,22.1,0.0075,,
2.0170,490,222.8,22.1,0.0075,,
2.0250,491,223.2,22.1,0.0075,,
2.0330,492,223.4,22.1,0.0080,,
2.0410,493,223.8,22.1,0.0080,,
2.0495,494,224.1,22.1,0.0085,,
2.0580,495,224.3,22.1,0.0075,,
2.0665,496,224.7,22.1,0.0075,,
2.0750,497,225.0,22.1,0.0075,,
2.0825,498,225.3,22.1,0.0075,,
2.0910,499,225.6,22.1,0.0085,,
2.0995,500,225.9,22.1,0.0085,,
2.1075,501,226.2,22.1,0.0075,,
2.1160,502,226.5,22.1,0.0075,,
2.1245,503,226.7,22.1,0.0075,,
2.1320,504,227.0,22.1,0.0075,,
2.1405,505,227.3,22.1,0.0085,,
2.1490,506,227.6,22.1,0.0085,,
2.1575,507,227.9,22.1,0.0075,,
2.1660,508,228.1,22.1,0.0075,,
2.1745,509,228.3,22.1,0.0075,,
2.1820,510,228.6,22.1,0.0075,,
2.1905,511,228.8,22.1,0.0085,,
2.1990,512,229.1,22.1,0.0085,,
2.2070,513,229.3,22.1,0.0075,,
2.2155,514,229.6,22.1,0.0075,,
2.2240,515,229.8,22.1,0.0075,,
2.2315,516,230.1,22.1,0.0075,,
2.2400,517,230.3,22.1,0.0085,,
2.2485,518,230.5,22.1,0.0085,,
2.2570,519,230.8,22.1,0.0075,,
2.2655,520,231.1,22.1,0.0075,,
2.2740,521,231.3,22.1,0.0075,,
2.2815,522,231.5,22.1,0.0075,,
2.2900,523,231.7,22.1,0.0085,,
2.2980,524,231.9,22.1,0.0080,,
2.3065,525,232.2,22.1,0.0075,,
2.3150,526,232.4,22.1,0.0075,,
2.3235,527,232.6,22.1,0.0075,,
2.3310,528,232.8,22.1,0.0075,,
2.3395,529,233.1,22.1,0.0085,,
2.3480,530,233.2,22.1,0.0085,,
2.3565,531,233.6,22.1,0.0075,,
2.3645,532,233.7,22.1,0.0075,,
2.3730,533,233.9,22.1,0.0075,,
2.3805,534,234.0,22.1,0.0075,,
2.3885,535,234.3,22.1,0.0080,,
2.3910,536,234.5,22.1,0.0025,,
2.3915,537,234.6,22.1,0.0005,,
2.3920,538,234.7,22.1,0.0005,,
2.3930,539,234.8,22.1,0.0010,,
2.3940,540,234.8,22.1,0.0010,,
2.3965,541,234.8,22.1,0.0025,,
2.4005,542,234.8,22.1,0.0040,,
2.4055,543,235.0,22.1,0.0045,,
2.4085,544,235.0,22.1,0.0050,,
Scope 1/1, Sample 3/23 (POC_366_2020200912_RUN_4)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-67.3,22.2,NaN,,
